NPI,NPPES_PROVIDER_LAST_ORG_NAME,NPPES_PROVIDER_FIRST_NAME,NPPES_PROVIDER_CITY,NPPES_PROVIDER_STATE,SPECIALTY_DESCRIPTION,DESCRIPTION_FLAG,DRUG_NAME,GENERIC_NAME,BENE_COUNT,TOTAL_CLAIM_COUNT,TOTAL_DAY_SUPPLY,TOTAL_DRUG_COST,BENE_COUNT_GE65,BENE_COUNT_GE65_SUPPRESS_FLAG,TOTAL_CLAIM_COUNT_GE65,GE65_SUPPRESS_FLAG,TOTAL_DAY_SUPPLY_GE65,TOTAL_DRUG_COST_GE65,YEAR,OPIOID_FLAG
1558377879,SANNER,COLIN,SEGUIN,TX,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,25,235,1513115.7,0,,0,,0,0,2014,
1295737609,SALENGER,PAGE,ALBANY,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,13,243,385756.02,,*,13,,243,385756.02,2014,
1639250855,SARBU,MONA,CHICO,CA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,12,204,387120.24,0,,0,,0,0,2014,
1114014438,SAWHNEY,AJIT,FOUNTAIN VALLEY,CA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,13,348,584016.32,,*,13,,348,584016.32,2014,
1033173794,SRIDHARAN,SUGANDHI,KALAMAZOO,MI,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,18,182,590211,,*,,*,,,2014,
1134234859,WELLS,ALVIN,FRANKLIN,WI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,308,354865.72,0,,0,,0,0,2014,
1972662393,THEUVENET,NICOLE,HENDERSON,NV,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,14,138,760079.7,0,,0,,0,0,2014,
1336146679,VEGA,SERGIO,WEST PALM BEACH,FL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,16,272,523473.56,,*,16,,272,523473.56,2014,
1043235211,THROWER,BEN,ATLANTA,GA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,464,357219.21,,*,,*,,,2014,
1053436923,TITUS,REBIN,MARTINSVILLE,VA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,12,219,382753.73,,*,12,,219,382753.73,2014,
1639181670,TUMULURI,SUDHAKAR,LOS GATOS,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,15,125,2198,4224795.39,,*,105,,1822,3518794.99,2014,
1578513883,WEN,YONG,NEWBURGH,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,12,261,514356.24,,*,,*,,,2014,
1447251707,SEELY,GEORGIA,RICHMOND,VA,Dermatology,S,H.P. ACTHAR,CORTICOTROPIN,,18,306,598288.88,,*,18,,306,598288.88,2014,
1174786297,SINGH,VIJAY,SEWELL,NJ,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,18,84,2165,3778127.63,,*,11,,395,809104.34,2014,
1568492346,TWINING,JON,MYRTLE BEACH,SC,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,14,289,547645.46,,*,,*,,,2014,
1063435428,VERSON,REINALDO,COLUMBUS,GA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,21,315,894556.36,,#,,#,,,2014,
1831380732,STANLEY,BEENA,INVERNESS,FL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,34,215,1364663.13,0,,0,,0,0,2014,
1417907163,STEINGO,BRIAN,POMPANO BEACH,FL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,13,65,419025.61,,*,,*,,,2014,
1063587061,WILSON,WILLIAM,ATLANTA,GA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,14,82,2031,3194541.17,,*,35,,796,1219490.72,2014,
1407831480,YUAN,BRAD,COLORADO SPRINGS,CO,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,14,240,470772.91,,*,14,,240,470772.91,2014,
1023082914,ZARIF,MYASSAR,BAY SHORE,NY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,12,60,382308.8,,*,,*,,,2014,
1033187463,TSENG,CHUNG-E,NEW YORK,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,309,532832.61,0, ,0, ,0,0,2015,
1639181670,TUMULURI,SUDHAKAR,REDWOOD CITY,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,16,125,2603,5247215.2,0,#,112, ,2228,4465797,2015,
1982893103,ANTONCHAK,MARC,COLUMBUS,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,332,567214.43,0,*,0,*,0,0,2015,
1144228362,BALDINGER,DAVID,FORT MYERS,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,20,438,984454.09,0,*,0,*,0,0,2015,
1427101344,BARBOSA,LEYKA,DALLAS,TX,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,222,444454.33,0, ,0, ,0,0,2015,
1417912783,BAUGHMAN,ROBERT,CINCINNATI,OH,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,27,196,4619,8995531.46,0,*,51, ,940,1772312.6,2015,
1942252697,BELLO,ALFONSO,GLENVIEW,IL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,11,70,1818,3649107.09,0,*,39, ,1167,2342067.11,2015,
1528000601,UTSINGER,PETER,LITITZ,PA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,32,852,1912885.49,0,*,32, ,852,1912885.49,2015,
1861558504,BOHLEN,ROWYNA,HAUPPAUGE,NY,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,0,15,255,529325.55,0, ,0, ,0,0,2015,
1164497236,BUMSTEAD,BARBARA,BAY SHORE,NY,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,0,18,228,603537.99,0,*,18, ,228,603537.99,2015,
1245252402,VALENZUELA,GUILLERMO,PLANTATION,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,459,831140.39,0,*,0,*,0,0,2015,
1801094032,CHAN,JACQUELINE,TRACY,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,50,672,1695661.52,0,*,0,*,0,0,2015,
1548255318,CHONG,TAE KAE,LEBANON,IN,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,385,716216.75,0,*,11, ,385,716216.75,2015,
1376785394,COLEMAN,JESSICA,BEAUFORT,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,300,591352.5,0,#,0,#,0,0,2015,
1235100603,COKGOR,ILKCAN,GREENBRAE,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,24,120,816594.92,0,*,0,*,0,0,2015,
1881662039,CONDEMI,JOHN,ROCHESTER,NY,Allergy/Immunology,S,H.P. ACTHAR,CORTICOTROPIN,0,19,411,624226.31,0,#,0,#,0,0,2015,
1285709386,CRUMP,GARY,LOUISVILLE,KY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,638,1055416.97,0,*,0,*,0,0,2015,
1992746820,CUESTA,INOCENCIO,FARMINGTON HILLS,MI,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,15,426,517025.76,0,*,15, ,426,517025.76,2015,
1124088380,DERAKHSHAN,IRAJ,CHARLESTON,WV,Neurosurgery,S,H.P. ACTHAR,CORTICOTROPIN,0,27,526,1071086.46,0,*,0,*,0,0,2015,
1205809225,DERUCKI,CAROLE,MISHAWAKA,IN,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,0,19,95,657534.4,0,*,0,*,0,0,2015,
1801864020,DHINDSA,HARPREET,FRESNO,CA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,20,340,688008.99,0, ,0, ,0,0,2015,
1609962026,DIKRANIAN,ARA,SAN DIEGO,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,11,66,1365,2673384.74,0,*,32, ,736,1496010.07,2015,
1982667754,DIEHL,MARK,GETTYSBURG,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,14,393,678705.55,0, ,0, ,0,0,2015,
1396708269,DOMAN,KATHLEEN,CHARLOTTE,NC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,371,411040.24,0,*,12, ,371,411040.24,2015,
1871609388,EVANS,WALTER,FLORENCE,SC,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,14,275,477232.53,0, ,0, ,0,0,2015,
1780873398,FISHER,FRITA,ATLANTA,GA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,198,372562.06,0,*,0,*,0,0,2015,
1407093818,FLAUGHER,CANDICE,RICHMOND,IN,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,19,566,1207206.04,0, ,0, ,0,0,2015,
1396844148,VERZOSA,OSCAR,ELIZABETH,NJ,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,28,1045,1202974.96,0,*,0,*,0,0,2015,
1285895540,GARAPATI,HARI NAGA,GREENVILLE,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,261,532101.48,0, ,0, ,0,0,2015,
1669571113,GELBER,DAVID,SPRINGFIELD,IL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,12,21,130,711396.13,0,*,0,*,0,0,2015,
1386755817,GARJIAN,PEGGY ANN,STATEN ISLAND,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,13,39,1182,1787288.26,0,#,0,#,0,0,2015,
1952412058,GLENN,DARAN,MIDLOTHIAN,VA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,255,500755.53,0,*,15, ,255,500755.53,2015,
1508876509,GUASCH,ANTONIO,ATLANTA,GA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,41,929,1985612.53,0,*,15, ,277,502492.03,2015,
1093780728,GUNAWARDANE,RUWANI,FULTON,MD,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,18,54,364,1861994.53,0,*,0,*,0,0,2015,
1801077482,HAMMER,LUIS,CORONA,NY,Physician Assistant,S,H.P. ACTHAR,CORTICOTROPIN,17,56,1834,3797236.42,0,#,0,#,0,0,2015,
1942273099,HARRIS,SCOTT,HENDERSON,NV,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,383449.26,0,*,11, ,187,383449.26,2015,
1598739104,HASSAN,FAROOQ,HERMITAGE,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,19,345,732693.26,0, ,0, ,0,0,2015,
1205833662,HO,GERALD,LA PALMA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,205,412960.2,0, ,0, ,0,0,2015,
1497747703,WALALIYADDA,ANANDA,POCATELLO,ID,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,483,1056215.6,0,#,0,#,0,0,2015,
1730293705,JACKSON,ROBERT,MEMPHIS,MO,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,42,1031,2004317.12,0,*,0,*,0,0,2015,
1407813900,KHASTGIR,ANUPA,OKLAHOMA CITY,OK,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,388543.8,0, ,0, ,0,0,2015,
1114907912,KHALIL,RAFIA,PORT HURON,MI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,514,1060705.31,0,*,0,*,0,0,2015,
1699822379,KHAN,MOHAMMAD,OKLAHOMA CITY,OK,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,495,694303.36,0,*,0,*,0,0,2015,
1083727333,MAHADEVAN,VIJAYABHANU,SURPRISE,AZ,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,204,412415.75,0,*,0,*,0,0,2015,
1558369553,MANDEL,DAVID,MAYFIELD VILLAGE,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,14,112,2394,4731730.46,0,*,82, ,1767,3360886.61,2015,
1174605646,MENDEZ,ENRIQUE,LAKE CHARLES,LA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,19,495,813861.76,0,#,0,#,0,0,2015,
1609876184,MILLER,LORN,JASPER,AL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,357,651902.09,0, ,0, ,0,0,2015,
1467426221,MOORE,JACK,WASHINGTON,DC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,255,536792.31,0, ,0, ,0,0,2015,
1467633743,MURRAY,STACEY,ABINGTON,MA,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,0,14,185,480999.13,0,*,0,*,0,0,2015,
1134234859,WELLS,ALVIN,FRANKLIN,WI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,20,459,751729.36,0,*,0,*,0,0,2015,
1215154562,OTT,STEPHANIE,LANCASTER,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,14,420,984019.5,0,*,14, ,420,984019.5,2015,
1316045503,PATEL,CHIRAG,MARIETTA,GA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,372698.13,0,*,0,*,0,0,2015,
1548281413,RAHEJA,DEEPAK,CLEVELAND,OH,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,105,722012.43,0,*,0,*,0,0,2015,
1881886042,SABAHI,IRAJ,TURLOCK,CA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,14,292,590290.98,0, ,0, ,0,0,2015,
1245295377,SAVAGE,CHRISTINE,DEERFIELD BEACH,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,371004.9,0, ,0, ,0,0,2015,
1952321671,SCOTT,JAMES,ORMOND BEACH,FL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,78,378885.24,0,*,0,*,0,0,2015,
1801044722,SHAFFER,WILLIAM,GREELEY,CO,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,18,34,373,2355885.67,0,*,0,*,0,0,2015,
1750452116,SHAH,TARIQ,LOS ANGELES,CA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,515,717796.72,0,*,0,*,0,0,2015,
1295941425,SHANMUGAM,SUCHARITHA,PHOENIXVILLE,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,385,476237.49,0,*,0,*,0,0,2015,
1710928049,SINGH,HARINDER,ALLENTOWN,PA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,194,363285,0,*,11, ,194,363285,2015,
1518986652,SMART,CARL,MATTHEWS,NC,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,16,434,863604.06,0,*,0,*,0,0,2015,
1275514606,SPENCER,SELDEN,AMES,IA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,152,419514.9,0, ,0, ,0,0,2015,
1033173794,SRIDHARAN,SUGANDHI,KALAMAZOO,MI,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,14,352,486137.49,0, ,0, ,0,0,2015,
1558346262,STARK,KENNETH,TAVARES,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,20,377,853365.01,0,*,0,*,0,0,2015,
1124181649,SWEISS,NADERA,BURR RIDGE,IL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,12,22,509,1080122.86,0,*,0,*,0,0,2015,
1467553149,WILSON,CHRISTOPHER,PLAINFIELD,IN,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,336,401541.69,0, ,0, ,0,0,2015,
1760438642,TONKIN,DAVID,SPRINGFIELD,MO,Pain Management,S,H.P. ACTHAR,CORTICOTROPIN,12,40,813,1679052.72,0,*,20, ,390,774449.31,2015,
1982698684,THOPU,ANURADHA,DOUGLASVILLE,GA,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,14,382,748782.32,0, ,0, ,0,0,2015,
1417998626,TRAN,TRINH,CORAL SPRINGS,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,445549.88,0, ,0, ,0,0,2015,
1396744546,YAN,JIE SHI,SIMI VALLEY,CA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,264,367739.26,0,*,11, ,264,367739.26,2015,
1942220702,ZANETAKIS,ELLEN,TULSA,OK,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,34,680,1343657.17,0,*,34, ,680,1343657.17,2015,
1407831480,YUAN,BRAD,COLORADO SPRINGS,CO,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,340,427709.66,0,*,12, ,340,427709.66,2015,
1629165162,AGOSTO-COLON,ENEIDA,JACKSON HEIGHTS,NY,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,11,198,394586.68,,*,,*,,,2014,
1609846641,ALLEN,EVERETT,SAN ANTONIO,TX,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,18,306,581469.14,0,,0,,0,0,2014,
1558336768,ASKANASE,ANCA,NEW YORK,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,28,518,1062930.77,0,,0,,0,0,2014,
1235100603,COKGOR,ILKCAN,GREENBRAE,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,27,135,877885.61,,*,,*,,,2014,
1285709386,CRUMP,GARY,LOUISVILLE,KY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,16,382,510404.46,,*,16,,382,510404.46,2014,
1477655827,COX,RANDY,OWENSBORO,KY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,15,20,133,717260.52,0,,0,,0,0,2014,
1013944016,DAVIDSON,BENTON,SALEM,OR,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,20,560,587665.32,0,,0,,0,0,2014,
1720099617,CURRERI,ROBERT,WEST NYACK,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,209,352756.36,,*,11,,209,352756.36,2014,
1154433720,DETRICH,TERRY,EASTON,MD,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,262,360734.7,,*,11,,262,360734.7,2014,
1396708269,DOMAN,KATHLEEN,CHARLOTTE,NC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,253,356583.15,,*,11,,253,356583.15,2014,
1326263955,FABELO,EDWARD,ST. PETERSBURG,FL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,220,365296.3,,*,,*,,,2014,
1508859455,GARCIA-CARO,MIGUEL,ALEXANDRIA,LA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,25,514,940700.44,0,,0,,0,0,2014,
1780873398,FISHER,FRITA,ATLANTA,GA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,14,238,453862.15,,*,14,,238,453862.15,2014,
1225065774,GORDON,GARY,WYNNEWOOD,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,45,1233,2361256.83,,#,,#,,,2014,
1386851988,GHARIB,SUZANNE,SOUTH CHARLESTON,WV,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,259,492501.72,0,,0,,0,0,2014,
1093911356,GOSS,BRITTANY,NAPA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,20,443,833423.19,,*,,*,,,2014,
1255440384,GAYLIS,NORMAN,AVENTURA,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,16,272,516864.92,0,,0,,0,0,2014,
1750382800,HADDAD,RICHARD,RED BANK,NJ,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,12,44,1221,2397941.29,,*,22,,536,1085250.73,2014,
1548220288,GIBSON,SANDY,RICHMOND,VA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,198,350263,,*,11,,198,350263,2014,
1942273099,HARRIS,SCOTT,HENDERSON,NV,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,19,323,624869.64,,*,19,,323,624869.64,2014,
1093780728,GUNAWARDANE,RUWANI,FULTON,MD,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,18,42,256,1383398.36,,*,,*,,,2014,
1154401719,HUBBERT,KRISTINE,SAINT CLAIR SHORES,MI,Physician Assistant,S,H.P. ACTHAR,CORTICOTROPIN,12,19,141,631744.06,,*,,*,,,2014,
1750440848,HERRON,KRISTINE,OLATHE,KS,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,337,679819.87,,*,11,,337,679819.87,2014,
1104880780,IMPERATO,ANNA,MANHASSET,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,16,443,907533.29,,#,,#,,,2014,
1750584843,JAIN,GAURAV,BIRMINGHAM,AL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,14,244,454482.95,0,,0,,0,0,2014,
1114907912,KHALIL,RAFIA,PORT HURON,MI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,13,46,1358,2225216.66,,*,28,,833,1371115.84,2014,
1699822379,KHAN,MOHAMMAD,OKLAHOMA CITY,OK,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,430,620090.24,,*,12,,430,620090.24,2014,
1235181710,KHAN,MOHAMMED,MEMPHIS,TN,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,12,204,398367.38,0,,0,,0,0,2014,
1730185471,KLEIN,STEVEN,HAGERSTOWN,MD,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,237,400929.93,,*,12,,237,400929.93,2014,
1740239227,LAVERY,JOHN,ALLEN,TX,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,17,654,1182365.45,,*,,*,,,2014,
1639150881,LIDMAN,ROGER,CHESAPEAKE,VA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,205,391140.3,0,,0,,0,0,2014,
1811918568,MARSHALL,JOHN,BATON ROUGE,LA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,17,289,569912.6,0,,0,,0,0,2014,
1174605646,MENDEZ,ENRIQUE,LAKE CHARLES,LA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,39,661,1266702.83,,*,25,,423,808863.68,2014,
1245232032,MISKOFF,JEFFREY,MANASQUAN,NJ,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,,19,323,614840.1,,*,,*,,,2014,
1225126329,MATHIS,BEVERLY,TULSA,OK,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,12,360,774868.62,0,,0,,0,0,2014,
1700856697,MHATRE,VIJAY,TOPEKA,KS,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,22,374,730611.95,,*,22,,374,730611.95,2014,
1528043130,PEGRAM,SAMUEL,HOUSTON,TX,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,294,426423.86,0,,0,,0,0,2014,
1346257045,PHILLIPS,CHRISTINE,HANOVER,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,19,385,663813.84,,#,,#,,,2014,
1215154562,OTT,STEPHANIE,LANCASTER,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,14,343,546885.81,,*,,*,,,2014,
1114992773,RIHACEK,GREGORY,SOMERSET,NJ,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,13,392,862618.06,,*,,*,,,2014,
1881037489,PUTNAM,TALYNA,RICHMOND,VA,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,,11,280,518056.26,,*,,*,,,2014,
1730193533,REGULE,DAVID,YOUNGSTOWN,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,187,365450.53,,*,11,,187,365450.53,2014,
1538309174,ROE,KEVIN,STATE COLLEGE,PA,Internal Medicine,T,H.P. ACTHAR,CORTICOTROPIN,,11,330,720936.28,0,,0,,0,0,2014,
1275528598,SALIFU,MORO,BROOKLYN,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,18,396,729173.61,0,,0,,0,0,2014,
1114979234,ROMAN,RENATO,ZANESVILLE,OH,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,17,289,556782.13,,*,17,,289,556782.13,2014,
1215906771,ROSNACK,DAVID,GEORGETOWN,SC,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,11,187,354843.72,,*,11,,187,354843.72,2014,
1356302962,SOLOMAN,NEHAD,PHOENIX,AZ,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,26,475,920117.26,,*,26,,475,920117.26,2014,
1730132689,VASIN,DMITRI,BREMERTON,WA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,13,320,420534.26,,*,13,,320,420534.26,2014,
1992942551,STEFANCHIK,BETH,KINGSTON,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,187,358118.43,,*,11,,187,358118.43,2014,
1659438562,STAINBROOK,DAVID,ZANESVILLE,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,254,477109.85,,*,,*,,,2014,
1679572135,STEWART,DOUGLAS,WINSTON-SALEM,NC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,14,238,457725.6,0,,0,,0,0,2014,
1396844148,VERZOSA,OSCAR,ELIZABETH,NJ,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,22,696,850053.46,,#,,#,,,2014,
1700819083,TURKAY,ATAC,MONACA,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,22,508,970687.06,0,,0,,0,0,2014,
1528000601,UTSINGER,PETER,LITITZ,PA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,31,746,1802867.81,,#,,#,,,2014,
1821032608,TROUM,ORRIN,SANTA MONICA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,20,392,811788.76,0,*,0,*,0,0,2015,
1407992597,ZITO,SUSAN,LARGO,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,27,903,1073683.58,,#,,#,,,2014,
1174597025,ABREU,ELPIDIO,OCOEE,FL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,426,438306.58,0,*,13, ,426,438306.58,2015,
1609035872,AKERS,GWENDOLYN,SAINT MARYS,PA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,374623.56,0,*,11, ,187,374623.56,2015,
1154372167,BAKER,MATTHEW,NAPLES,FL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,27,135,920493.12,0,#,0,#,0,0,2015,
1497743462,BAJWA,MOHSIN,HOUSTON,TX,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,15,273,637674.84,0,*,0,*,0,0,2015,
1568505170,BEN-ARTZI,AMI,BEVERLY HILLS,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,19,385,799650.25,0, ,0, ,0,0,2015,
1881743748,BERKOVICH,REGINA,LOS ANGELES,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,16,371,614759.86,0,*,0,*,0,0,2015,
1437176963,BRASINGTON,RICHARD,SAINT LOUIS,MO,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,255,523227.26,0,*,15, ,255,523227.26,2015,
1437198348,BUCCELLATO,LEONARD,MUNSTER,IN,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,11,324,763833,0,*,11, ,324,763833,2015,
1932262516,BUSCH,HOWARD,LOXAHATCHEE,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,478,1514134.27,0,*,0,*,0,0,2015,
